text,sentiment
kaka gawa plates tinapalan salonpas,0
binebreak tama,0
nakakapag focus stan acc fortunas qvxa ndpnd,0
haha pagod aq niwala update kpop nawala isip album xiumin thpkflrd,0
thangina pagod nako,0
nakakapagfocus kay hajiro,0
nakakapagfocus kay lie,0
ayoko magaral,0
enlistment subjects pagod pls,0
ganito kaganda classmates wag drop fmr kh jc,0
ayoko napo akala pinasukan impyerno emz zm kruyec tkeky,0
tangina deadline pm dont understand shit,0
nakakahiya pahinga buong kaharap palagi papel,0
puro aaral inaatupag napapabayaan,0
tangina,0
nagiging active updated bebeloves koreano,0
nawawalan aq time koreano pakitigil klase,0
kawawa taga th floor sakit katawan pati ulo sakitin era,0
weekend,0
tangina hirap experimental psychology magpahinga,0
miss q magscroll twt updated seventeen makipaghalubilo carat circle hay putanginang f f,0
nasakit ulo mata reaction paper,0
k keri beh,0
lala ftf mhx bst,0
sis napapabayaan blackpink,0
pagod pakshet,0
late haha,0
pagod magbitbit bag,0
napapabayaan kaka kpop aaral hays,0
pagod char,0
time kpop kpop plq hezqlg,0
stress hahahhahahahahahahahah,0
grabe kana c dko kinakaya,0
almost forgot nako nakaka focus enhypen,0
kasalanan ftf updated bebe boys,0
dumadalas tong migraine ah siguro tambak quizzes,0
time breakdown dami activities pinapagawa,0
nakakapanibago quiz nang face face suspendclassesnow,0
sobrang daming pinapagawa huhu,0
nagpapahiwatig nanaman sir quiz,0
tangina napapabayaan q kpop manhwa anime novels tas bl boys q hays sobra quit pagod,0
breakdown keri jixvwknj,0
tangina fleece,0
pagod,0
dko kinakaya aral,0
pwede gumamit kailan magkakaroon meeting activity ibibigay,0
pagod magkulot,0
naglalaro roblox nago overthink gawain haha gago mentalhealthawareness,0
booo deped ched umayos,0
ayaw,0
charot pagod pang taon fleezcee,0
sinaksak,0
haba tulog pagod pagod ak,0
napapabayaan brightwin,0
makafocus sebongs,0
nasusuka reason hahhahah,0
makausap ayos,0
sgshabajanbs pwede wag aral chos,0
keep properly pls,0
kamatyonon q,0
pagod makipag plastikan,0
kapoy skwela chariiiz mej,0
aah hinay hinay mahina kalaban ha,0
tinatamad aral,0
naiiyak ems,0
els quiz fil quiz marcos research paper ung lit peta ung research peta,0
karapatan magpahinga sunod sunod binibigyan activites assignment practicum reporting one next exam bro,0
ajakwjwjsjjsjs still cough cold rkafhtifue,0
pang ootd,0
ayoko wiley,0
pls matulog buong hours,0
quizes assignments readings petas jusqdai idagdag q gets lesson think iyakan,0
tama itigil natin,0
makapagcodm daming activitiesss,0
grabe nagagwa sakin ftof mhie ayoko anw nakakapag socmed proud,0
plz,0
hotdog,0
nang bumitaw,0
official pinapasukang klase opo,0
friends sick today ahuh guess month f f finally showing effect colds fatigue winning us,0
ayaw aral,0
ayoko,0
em nagagawa assignments q narereview philo nagsulat em notes tas monday bukas cloutchasingnomore,0
tayong time asawa natin,0
nkalimutan q manood concert enha works,0
tignan buhay maayos pati sched shuta tigilan natin,0
pagod,0
akala makakapagpahinga fiesta nagkakamali ayawkona kasalanantonipbbm,0
pagod gumising,0
tru dyan ihinto yang,0
andami q due bukas ses,0
stress ulit acads wahaja dati puro twice pics nasa gallery puro pics board,0
daming work,0
eme practice haha pagod putabgina,0
shuta last last ep viceversa ep omg napapabayaan bl series kakaaral j,0
sobrang focused aaral napapabayaan oo koreano,0
tangina naeenjoy weekend time,0
tanginang burn emz tangina umalis bansang toh hirap much,0
bukas tambak kanina umaga gumagawa chz,0
sched mon sat pm pm ill reqs sunday weekday midnights im gonna cry time younite,0
nakong time koryano,0
pagod fkuzitluok,0
said weekends rest struggling j,0
tired ayokonasalayfko,0
boring eme,0
sumali gdm links tas meetings fak acads,0
haha makanood enha,0
hajaahahahahahahajhahhahahahahahhab ayaw,0
napapabayaan koreano chz,0
sira academicmentalhealth,0
pagod nako baka hahahqhqh,0
yokooo naaaa,0
nangungulila bebe,0
happy first sem grabe kapagod,0
nakakapagfocus enha,0
tanginang schedule gulo,0
makahabol contents twice,0
haha gagu cge focus acads haha j jorce ezkk,0
kase thzyzkkn,0
pigang piga utak,0
kapagod aral wearenotrobot,0
time magupdate au pls,0
pagod,0
pagod,0
baka bukas makawala igulong papuntang kakapagoooood char,0
itigil naten tong,0
bro ayos notion pagod,0
kayang magpabalik balik floor,0
bro rest draining mind ache time due sabado linggo pahinga wearenotrobots,0
bakasyon kaka umpisa nang klase pwede focus ssl,0
time bebeloves,0
makapag focus kpop,0
kayong active nakakasabay,0
tuyo brain cells,0
ilang live jowa miss,0
nawawalan oras koreano,0
naglive tangina sagabal acads enhypen,0
putanginang nakakanood fun,0
orientation pagod haha,0
masyadong time consuming tong aaral nawawalan oras kay inksteady amp jonaxx haha,0
gikapoy nako,0
putangina pagod,0
quiz,0
nagsasalita,0
ayaw wearenotrobots,0
ama,0
pls ayoko,0
im ok j,0
time kdrama,0
pagod aral,0
miss miss taeyong tangina,0
nct txxxk ksdl,0
nawawalan oras nct,0
nakong time magbasa ao wattpad manood kdrama,0
andami requirements nagagawa huhu,0
miss kona makipag interact kaso busy ak,0
napapabayaan lalabs maari,0
hadlang aaral,0
pagod pagod,0
yes mhie hahahahsajka dinelete twt potek nadidistract,0
nakakaabala aaral pagbabasa jonaxx stories,0
putangina hour ata nagsesend assignment yew jygucd,0
pagod pls robots,0
sinat,0
lng naalala bday han omg kasalanan aaral quh,0
mapapasabi kana bat stem jwk tamad tlga kxs mg flo,0
nakakaantok,0
aaaaaaaaaaaaa th,0
napapabayaan laloves k ktc ooewem,0
feel nde mapapanood con enha hirap sagabal aaral pls,0
hay,0
putangina hinay hinay activities pls pagod,0
gana pumasok bukas,0
suko,0
napapabayaan faves,0
miss manood kumu ls hahahahaha anjisalvacion,0
let us breathe,0
another vacation september academictwitter,0
minutes ata sleep,0
gustoqnamatulogpls,0
saur tired nmixx release snippet title track asap,0
pm nakaharap laptop gagi huhu,0
hays namimiss liyah,0
sched napapagod kay plm hayst,0
pagod aq magtake notes,0
matulog pwede magbasa alam hahaha,0
missed live wearenotrobots,0
sakit andaming makanood bts things pota,0
updated bias,0
kona fabm hirap example ampucha,0
naabutan live namjoon potangina,0
first limang assignment nakakaiyak,0
kapagod saur much choss hahahaha,0
pretty fucking tired gzn fg ziz,0
kasalanan online classes,0
th long test next,0
yawa sakot char,0
imyt super busy acads oh gosh,0
tangina nakakaiyak sched pm,0
daming,0
unang klase pagod,0
grabe nakakapagod,0
ayokoooo naaaaaaa,0
ayoko pagod lectures,0
huhu utak laman pasensya,0
maka focus enhypen,0
gana skool,0
grades define,0
tama deped fleek mahina tao,0
miss tannies fimmies,0
pls nakaka fangirl,0
pasukan tomorrow huhu,0
monday nanaman,0
pasok tom,0
maintindihan pre cal gen math puta,0
eto stress life kaba malala ticket selling,0
auq puuu suko,0
joke aral aral,0
nasunog ung ulam iisip isasagot bwiset pe imbis sabaw fried,0
stressful asikaso requirements f f duty,0
daming activities ah gus kona mamatay,0
monday ulit bukas ugh fuck,0
tangina monday bukas fuck,0
girl tired,0
rd floor room namen nakakapagod,0
napakahaba araw kahapon simula umaga pasok tas inumaga kakagawa works tulog pahinga,0
ahahhaha,0
ayaw,0
pasok nanaman bukas,0
research,0
updated kpop,0
nawawalan oras seventeen,0
pagod real,0
took acads say sagabal pagaaral pagiging dive,0
updated ults huhuh,0
sumisikip dibdib atom ia efk yrr,0
pagod,0
ansakit btfn lfkas,0
makahinga,0
linggo bukas pota,0
makatapos report bat diko maiintindihan shuutaannggiiinnnaaaa,0
ayoko,0
pagod aq,0
ia huhu,0
hilong hilo hqhahahahahahhahah,0
grabe pagod pagod n katawang lupa q,0
kakauwi galing uni nakaupo super kakapagod chz anw accepting rush non rush comms,0
yes ayoko maggawa plates,0
pagod aral,0
napapabayaan kona twitter charing,0
maintindihan ung assignment huhu,0
napapabayaan koreano,0
napapabayaan koreano,0
makapag tiktok hahahahahahaha,0
hinay hinay pinapagawa,0
oras nct,0
wa nakoy time pang valo,0
sobrang daming schoolworks napapabayaan panonood kdrama,0
sunod sunod magbigay activities huwaw,0
napapabayaan nct,0
nakakainis c ata kalbuhin,0
hingal hingal umakyat hagdan,0
expectation subj hirap potaena hahahahahaha,0
ayoko,0
napapabayaan koreano,0
mapapa ngayong september,0
sakit ngipin,0
hayss jk,0
ready monday char xmimhb n,0
rd la stress stress,0
nabagsak quiz,0
bobo hahahaha,0
nakakasira kalusugan ung gen math pre cal,0
napapabayaan twitter acc maganda hahahahahha,0
second auq p,0
tambak schoolworks,0
tired hahahaha eme,0
scaries earlier productive shook amp enjoyed fall saturday fall things wk bgykh,1
activities magingay twt,1
hello academicians rest activate best thus try find time possible academictwitter phdvoice,1
every closed door locked push phdchat phdvoice academictwitter xay pjh q,1
risking research done important creating environment feel either upscaling downscaling skills ethics academicchatter academictwitter research academicfreedom,1
academicians creating knowledge replenishing human capital carrying tradition creating environment disseminating science deserve least take little weekends academictwitter,1
ready thank,1
hahahashahahahahahaha,1
happy really watch great cartoon happy life happiness academictwitter academicchatter rl nveiw,1
first f f haha,1
hello stan twtttt miss interacting w moots,1
new episode lots job interview panels years learned well cope get job listen h nbb tm academicchatter fridaymorning nationalpoetryday worldsmileday yx f,1
tomorrow want know ace job interviews subscribe answer pop magically podcast downloads academictwitter academicchatter academia jobs careers phdposition interviewwiththevampire universitychallenge lchpfcym l,1
hellooo good morning everyone sorry ia barely open account since already started napapabayaan tbz hayst,1
normalizing fact papasa feel saglitlang mondaynabukasshyet,1
goodmorning furries ill gordon ramsay today serve best burger patty,1
academicians hope forget good rest achieve best weekend,1
tune good stuff many many many many brain breaks preparing long journey advanced degree less fell hat backwards higher ed r notes field v hkwgjb g,1
insightful graphical representation find phdlife phdone postdoc academictwitter academicchatter iqjdht phe,1
consider academia lifestyle rest part take well deserved rest academictwitter academicchatter phdvoice postdoclife,1
aral start hahahahahahah,1
write pay pass simple straight point hmu today help assignmentdue essaypay essaydue researchpaperdue homework blacklivesmatter unihacks lawschool lawpaper english literature chem biology nursing help,1
happened years hard work caffeine overdrive late nights worth phdvoice phd academictwitter cgnfw yrbz,1
ok orientation namen gen zoo,1
yehey umuulan pls classes tom rest,1
naaamoy simoy sembreak,1
hoi happy nd anniversary engenes years old yarnn busystudent,1
pati kakilig koreano schedule,1
hahahaha,1
wrote paragraphs amazing idea burst idea change chapter reward disproportionately sized pdhlife academicwriting,1
first time joining selca ujungselcaday wjsn usd seola angpangitnggenmath pagodnaako mahalkosiseola nphk jzzt,1
whhahahahhaha,1
charot hahahahahaha,1
st classes done feeling blessed,1
hahahahahahahahahaha,1
aaral nakuha first guess qzqx jynjq,1
joke natin,1
hahahahaha,1
wow volunteer ferson recite kanina acckk improving newme,1
survived st still,1
sunday productivity level pro max phdchat phdlife phdvoice phdmemes phdforum phd academictwitter academicchatter academia phdthesis summervibes xmft gaxvc,1
kinikilig koreano,1
section pls hahshahahahahahaha,1
quality education important levels kszt p j guarantee cutting edge higher education researchers techtwitter sciencetwitter academicchatter academiadepiltover r pqfajwfl,1
chill post ha hmp,1
yey first think tama,1
naboboang bang pumasok lipat iscp iscp araw araw tatamarin maiistress klase mrbeast ambassador pang iniintay lipat v tawmhxf,1
comeback blackpink,1
recommending webtoon title odd girl teenage romance see important friendship typical webtoon romance good thing read especially bored webtoon oddgirlout recommended romance freindship emuysuszdg,1
thank dyesebel lastikman alakdan helping darna vhong navarro anne curtis jhong hilario showtime others darna abs cbn arjo earthquakeph donnalyn valentina jane de leon eloy breakingnews swafnrmtro,1
thank dyesebel lastikman alakdan helping darna anne curtis jhong hilario vhong navarro others marcoleta darna valentina jane de leon deped donnalyn dswd bgyo earthquakeph breakingnews darna showtime r esadhmz,1
young peeps know power hts use wisely capable early know yes also listen non dsi mffiwl,1
excited pasukan,1
yes first today,1
first feeling excitedd,1
trending haha,1
hahahah,1
proud say survived first j,1
managed get inbox logging weeks leave satisfying feeling academictwitter uvabkvhkml,1
happy thanksgiving everyone ignore emails stress free thanksgivingday,1
congratulations academictwitter academicmentalhealth rkgzdfqhfh,1
really well done thanks academictwitter academicchatter tp ijegw,1
thank goodness academicchatter academicmentalhealth academictwitter phdlife google mhx xva bm,1
help send us dm always open academictwitter academicmentalhealth academicwriting academichelp academiccommissions academicwriting studytwt studytwtph academicease fiiygebx,1
cheer sateng pareh hahahhaha yw nato jana ug bagsak aw nsd,1
knew still online classes despite late hour cuz teacher wanted continue despite schedule decided give us crashing thank google google academichalt bftlzqct,1
thank youuu artph art artistsupport make doodles cheap price p p help sisters online pisoparasalaptop pisoparasaonlineclass ibispaint ekpfhfyqob,1
thank jenyangg n artph art artistsupport make doodles cheap price p p help sisters online pisoparasalaptop pisoparasaonlineclass ibispaint got got lastpiece bh ietn h rcgrtkstg,1
thank jenyangg n artph art artistsupport make doodles cheap price p p help sisters online pisoparasalaptop pisoparasaonlineclass ibispaint got got lastpiece bh ietn h,1
thank youuu artph art artistsupport make doodles cheap price p p help sisters online pisoparasalaptop pisoparasaonlineclass ibispaint cmdqalwqcu,1
exam today potah laman utak cheer selp,1
thank much artph art artistsupport make doodles cheap price p p help sisters online pisoparasalaptop pisoparasaonlineclass ibispaint victon llmlxakd,1
thank papaskong handog ramdam saya,1
virtual work experience quarantined require work experience cv experience help get medicine academictwitter academicchatter daysofkindness education healthtech bakhtawarbhuttozardari fbnv yghqy,1
popogi friends feelingblessed thankyoulord,1
wrost world best congratulations shafqatmahmood shafqatmehmood schools,1
first client thank much trusting commcore til next transaction commissionsopen academicservices academiccommissions homeworkhelp academictwitter mzlsnwfsmi,1
hard time dealing piled requirements acad assistant lend hand thank padayon academictwitter academichelp academicchatter academicmentalhealth academicchatter lunqkqwlk,1
buti mabait kaming prof tyl parin nuacademicbreaknow,1
love classmates teachers hate decisions lack compassion beloved university showing us,1
go ateneo oustdutertenow oustdutertenownaasinnownaplease,1
alam oustduterte pinagsasabi atleast nagawa syang tama desisyon syang nagawang tama mabuti syang hangarin bansa nagbubulagan oustbriones oustbrionesnow,1
thankful enough one people experiencing hardships atm thankful pray others ulyssessph cagayanneedshelp cagayanvalleyneedshelp pampanganeedshelp catanduanesneedshelp sierramadre philippinesneedshelp,1
thank jeannn unsay long quiz mentalhealth bawinextlife,1
thank much artph art artistsupport make doodles cheap price p p help sisters online pisoparasalaptop pisoparasaonlineclass ibispaint loi h shw wm qxmpgys,1
finals exam koooo thanksgod sembreak naaaaa nairaos ol etu,1
blaming society yet society make better place must change first kabataan stand change want first online better think expect,1
life got harder congratulations leveled yestoacademicfreeze,1
took shower felt water going thru body felt kinda hot tbh walangpasok,1
excited comeback twice,1
cheer pahinga mas mahalaga kalusugan pinagaralan palalakasin natin tinig,1
cheer wag susuko makakatamtan natin nararapat bibingiin natin namamala,1
hello cheer tatagan mopo loon mopo natin mas lalo natin papalakasin tinig,1
hello cheer ate tatagan loob lalaban asa bayan nararapat dinggin daing,1
hello cheer alam kopong pinanghihinaan kalang oras sumuko lalaban papalakasin natin tinig,1
cheer pk,1
hello cheer mas lalalkasin natin tinig,1
cheer siguro pinanghihinaan pakatatag mas lalo nating palalakasin tinig kabataan bibingihin natin,1
kaibigan kaibigan thank much,1
beyond happy arouse organize mobilize shs community key issues short stay pagodnakami notomarcosduterte agitation online soon bear fruit ground real changes happen thank shs dtcnljix zb ip r,1
luv thank hooney pagodnakami hsdqpvegsj,1
thanks gamit hashtags ha pagodnakami q bbzesyvt,1
much needed thanksgiving cousin ca warm fall colors still ablaze lovely time family great food got spend time nephew crazy fast grow nephewlove foodgasm pdaqljf,1
thank lspu,1
world emailing today deserve academictwitter thanksgiving,1
diba kakagulo slu saw trending e correct wrong ha take ca yes hays thank much catholic maeexperience impyerno char kzbbupy cy,1
naalala noong tinanong adviser absent palagi nagsabi sakanya cheer hang guys get academicbreaknowslu w ubmk,1
thank plm academicmentalhealth academicchatter cse hb gav,1
naksss nakaraos st sem ah congratssss,1
thank prof eloi lt god bless academicease academicfreedom km wv ovpn,1
thank earist,1
thank plmar thank mayor marcy,1
masaya medyo nawala stress namen sembreak thank,1
thankyoumcm femppajyuj,1
thankyoumcm,1
maka thai series nako selemet mcm thankyoumcm,1
mcm truly cares thankyoumcm,1
thankyoumcm hbbask lgm,1
thankyoumcm diay,1
true man daw tuh ato thankyoumcm,1
thankyoumcm,1
hashtag thankyoumcm,1
help genuine rest start semester moreover also pave way move semester order accommodate much needed fast paced schedule movethesemup,1
please thank,1
missing lolas joined us research shared stories bible experiences missionaries thank visiting us balik eskwela makasama ulit ligtasbalikeskwela savxvltai,1
thank much informative talk atty eljay mr reyel discussion profound meaningful really taught us lot rights weekofcolors standandfightfordiversityandequality sogieequalitynow b fcpg,1
help kapatidddddd thank much pwede ipang gift loved ones prose amp poems best tho sb academictwitter acadscommission pzctmywqnm,1
thank god recovery blanket suspension covers classes emailed ocs salamat ovpaa walangiwananup,1
thankyou pup ffbhy iux,1
thank much compassion sintang paaralan pup lets goooooo nostudentleftbehind nasaanangmalasakit kwdin r xb,1
wohoooo thank mayor walangpasok qcanona pwrinz tl,1
thank much pisaygiveusabreak,1
army struggling right okay though remeber spring come fort friend cheer everything ok soon btsarmy,1
sulit kay thanks g,1
thanks pi,1
thank days kaso rcd mg,1
wanna mention best boys made memorable thank amazing performances live vocals left us awe hearing pagsibol songs see soon mahalima rkwxtyksm,1
extended pup grabe thank lord paspasan x real,1
heads ntelektwals activities suspended address concern rise cases omicron variant nationwide let take time heal thank sintang paaralan stay healthy ntelektwals ntelekto mglt eivcv,1
omg literal nagpahinga love thank love noems,1
thank master,1
thank canvas,1
thank makakanood uli anime,1
hahahahhahaha thanks oncon capped ilysm sb ongloballive tmfunpasko,1
thankful,1
congrats gago nasa tamang headspace kayang aral circumstances keep mind want give time maka recover bagyo know cant recover weekend llcopent,1
wahhhh days starting friday sunday huhuhuhu thank god least attend church service sunday mafefeel nadin weekend vives iniisip classes recits hrs sleep huhuhuhu,1
omg thank watch friday fortunately naka rv ogfefte,1
congrats ranch anything courageous,1
thesis title proposals amp revisions whole thesis titles defense today midterm proj midterm exam finally pwede congrats self today pede magsleep guess coz lalavan ulit next haha acadease chozsx,1
congrats nakasali,1
grabe n tlaga joke yayyyyy congrats ji great pahinga k,1
thank cspc really know future,1
thank,1
omg rest omg thank,1
omg next savedddd math research thank god,1
thank starting would much better teachers parents staffs alike suffering,1
naki honors hahhahahahha congratulations ulit satin,1
daw honors hahahahahhahahahahhah congrats self,1
withhighhonor congratulations fellow graduates puro rants comply hahahahahahaha vlscksjivq,1
nairaos thank lord hahahahaha sinetch itey,1
congrats sating yes honors,1
grabe nakaraan msg grabe nalamanpasan natin itong nato thank lord experience memories bagong nakilala,1
nagrereklamo ayaw pumasok honors ate thank lord thank google brainly klasmeyt jybwirf xc,1
asan privileged rich kids think netflix robots later congrats forever learning system hope fucks would less privileged,1
moving recognition ceremony congrats completers,1
congrats gagraduate magmomove forward akalain yun nakiki gagraduate galit kay mareng briones biglang ngiti nung makakatanggap medal,1
congrats gagraduate magmomove forward akalain yun nakiki gagraduate momove forward galit kay mareng briones,1
raise black bar rtbb program aims barriers legal education black youth congratulations amp partnership amp initiating program advances yorku plan priority access success p qy v cb,1
naka pasa board exam hahahah congrats,1
hello going take drawing daily doodles order focus requirements promise come back everything settled thank support past months really sorry,1
oki oki thank youuu,1
much needed thanksgiving cousin ca warm fall colors still ablaze lovely time family great food got spend time nephew crazy fast grow nephewlove foodgasm pdaqljf,1
binge watching cheer weak hero thanks,1
semester almost thank god imma enjoy winter freee,1
best wishes much needed thanksgiving porter nation track tighten gaps best face face instruction texas offer look forward community success great educators work together selfcare family youaintseennothingyet uq rdai e,1
behalf success center want wish safe restful holiday happythanksgiving n jexxnow,1
celebrating mavsgiving without financial amp support scholarship donors doubt would position thanks help hope barriers inspire others graduate medaille joseph petronella scholarship recipient bimbox vf,1
thanksgiving college tour wonderful tour guide hans introduced us beautiful buildings dorms union stadium free shirt included jbfi xldcu,1
ending celebrating st quarter scholars achievement congratulations proud morethanonestory glhwglwlnp,1
thanksgiving thanksgiving cases home latter instance also grading seven page essays writing catching,1
