,text,sentiment
94,pagod aq pls,0
95,hinaot tanan naay,0
96,huy makalate hashtag start goodluck pasok,0
97,months ganon parin hirap hirap hayst yestoacademicfreeze nasaanangpangulo nbbllc g,0
98,inunang relax cellphone gawin natambakan hirap hirap ayoko please,0
99,tired today bc tiring hsjdjdkdkdk,0
100,ayoko,0
101,pwede monday deadline pagod,0
102,ayaw pumasok,0
103,okay hahahshsghah,0
104,pong research hahahahahaha lalo ipon natin,0
105,pagod putangina,0
106,sometimes bilis put request cc sometimes gen hi mostly last time right kase classes ulit kaming really tsrbqefg,0
107,mental health bitbit natin kagyat pagbanggain acad ease urgent plea part whole lbe gives state opportunity complacent,0
108,precal ayoko irerecord pretest pretest,0
109,deserve natin,0
110,please,0
111,helu miss sebongs huhuhuhu,0
112,maybe really tutal mukhang fed buhay step resign uwu magka edsa iv democracy power revolution nasiraanangpangulo dutertemeltdown,0
113,nakaka visit hay pls joke,0
114,vp pengeng wellness recovery,0
115,long weekend,0
116,tangina st kahapon namen stemmomintz,0
117,government released calendar warned heads breaching calendar especially schools holidays official time nbsliveat nbsupdates jofkz xxra,0
118,okay kaming nursing,0
119,tagal kona naka,0
120,dyan oh hehe,0
121,cravings today,0
122,daming affected paglilimas pagtapos baha makabangon sobrang stress maawa yestoacademicfreeze nostudentleftbehind,0
123,ron roxas upb university council usc gender desk councilor said one reasons got inc due lack physical interactions connections fellow,0
124,pls pagod umakyat hagdan,0
125,sumabay hahaha,0
126,gago,0
127,ems,0
128,daw gin sendan performance task,0
129,passing requirements learning drive learn us ecq covid cases escalating causes mental health problems like anxiety affected,0
130,diplomatic vs blunt scale addressing china quite artful challenge diplomatic address serious issues blunt damage relationships thus communication,0
131,abt p hehe,0
132,extend bakasyon last hahahhshahahhahashhs,0
133,weee diay ganahag charr hahaha ga katawa,0
134,nakakapagod beh,0
135,makahinga,0
136,someone brother goes uni genuinely cannot believe putting much stress hardly summer hardly rested constantly working dont overshadow starting,0
137,haaaaa panibagong finals labyu lods patpat,0
138,oras,0
139,puryagaba days unya kanang days kay holiday wtf diay wamanay klase daan naunsa,0
140,sobrang saya tags sulit,0
141,fall service operate saturday nov saturday nov service resumes sunday nov nov service nov service nov service nov football shuttles details visit ckgsqojoth gu erunl,0
142,pls pagod ahahahahaha,0
143,ayoko pumasok bukas please spare life family,0
144,im crying oras j iiikz tf,0
145,start enrollment petition acad,0
146,sinabay undas rbs cg lyi,0
147,lord ayaw,0
148,tang deped,0
149,believe unlikely vote left counted almost election voting tends heavy republicans,0
150,good morning maliban dyan balak pakisama,0
151,tulog olfu putangina,0
152,days health bwahahahaha lol daw dami tinambak gawain hahahaha,0
153,pasok birthday jungkook,0
154,please gift samin holidays please super desperate losing please please ayoko yestoacademicfreeze,0
155,hahahaha fordaa kuno mami,0
156,jokeee,0
157,beh,0
158,even expect blow ayun pikachu ur tomasino tired pagodnakami,0
159,lunes lunes pinag uusapan hahahahahaha gaano pagod,0
160,pinagsasabi kinakaya naipasa gawain yestoacademicfreeze sb w xgsb,0
161,geh,0
162,shutaa eto nanaman kame hahahahaha,0
163,pumasok ule hahahaha,0
164,alam ganap nct,0
165,pati reportings reqs,0
166,binigyang pansin kakulngan bondpapers module bata kakulangan gadget gurong pilit nakikisabay online nakikita nahihirapan kep wm z,0
167,grabe mapaf f mapaonline nakakapagod huhu ayoko charezzz,0
168,haha grabe pagod kagabi,0
169,next hngg,0
170,literally first exam whole tangina drain drain,0
171,eenjoy gawain,0
172,uso pakikiusap happy halloween crdts photo happyhalloween towknpsi,0
173,raining heavily rn suggest,0
174,plz pera,0
175,aga pasok dalawang oras tulog,0
176,pls akk makapag twt maayso klase hays hhahwhahahahahahhaa eme,0
177,nasayang oras kakahintay ayaw papasukin gmeet higit hour naghihinta ibang gawain yestoacademicfreeze,0
178,masakit paa ulo review tangina hahahaha,0
179,dear ppl concerned exhausted teachers conflicted please help,0
180,deped guys natin pagalawin ulit uo w nfzu,0
181,hirap online nakikita nangyayari cagayan cagayanneedshelp isabelaneedshelp tugegaraoneedshelp oustyouknowwho,0
182,yestoacademicfreeze nagpa acad following exam,0
183,epekto toh olc yes q mcfqb j,0
184,bits nest started away fall otherwise unused chimneys offices surprise dumb waiter full wasps,0
185,guess friends gave us one changed deadlines next mainggit ahaha,0
186,potangina pagod q,0
187,weeks kasalanan ml,0
188,iam taking mental health validation,0
189,weeks pagod pagod hahahahahahahahahahahha,0
190,speaking outside gala bingo brentford nadine told journalist andrew pierce madness,0
191,meanwhile wokes,0
192,pakyu gago,0
193,extended another,0
194,prayer circle,0
195,lost count last tweet yon lodi q points enrolled mun ngayong tangina p ch hhhvcl,0
196,weekends supposed rest days yet still use comply requirements affecting us mentally physically please acad pagodnakami,0
197,e r kdm,0
198,pinag aadvance reading,0
199,tags schoolwork commission cheap commission cheap commission affordable commissions commission research essay movie review book review reaction paper logo making infographics research paper jn kuqeoci,0
200,tuo kog mohr pipette ray self draining naapil lage chariz,0
201,finallyyy modules done fvck tired exhausted pisaygiveusabreak,0
202,balik paaralan panawagan kabataan kabila lumalalang krisis dala pandemya opisyal pahayag anakbayan metro manila hinggil pagbabalik paaralan buong pahayag fwpn lswtx balikpaaralanipaglaban hst shnyfh,0
203,bang jan,0
204,maree,0
205,kalungkot ayaw ituwid baluktot pamamaraan yestoacademicfreeze sabip bns,0
206,use education suffering due calamity really gonna turn blind eye seriously everyone struggling wake nostudentsleftbehind nasaanangmalasakit hauwitkayo,0
207,ust every encountering hardships due recent typhoon compasionforeveryone compassionforthomasians nostudentleftbehind,0
208,bug kaayo bag pls,0
209,ata natutuwa,0
210,kimmy,0
211,really think could avoided last,0
212,feels weird like yes something missing,0
213,ayaw,0
214,tas nung nakuha kukunin paglabas bahay yelo paligid naka alis bahay kase literal puro yelo alam dadaanan hwhahhqah shuta random literal beh,0
215,monday start pagod,0
216,sagabal schoolworks napapabayaan pogi,0
217,tags schoolwork commission cheap commission cheap commission affordable commissions commission research essay movie review book review reaction paper logo making infographics research paper open commissions,0
218,homework concerns consult us expert help online classes assignments essays term papers research papers dissertation thesis essaypay dissertation essay essayhelp calculus academictwitter criticalthinking wqmnruxakx,0
219,hoi nagsstart klase,0
220,awit uso inyo,0
221,updated twice,0
222,score diagnostic tas th floor classroom,0
223,oks lng hahahahahahahaha sorry kakastart pla bawal magstop lt ayoko full time kile nonshowbiz gf,0
224,start classes pagod hahahahaha,0
225,stress se le kar twitter ati hu pakistan politics stress le k chali jati hu hell country living releaseazamswati justiceforarshadshareef,0
226,nagegets nauna sakin pumasok sinasabi th klase magtake kaagad pwede commitments tiredd faithinggg,0
227,pagod aq magtake notes,0
228,tignan buhay maayos pati sched shuta tigilan natin,0
229,system killing softly,0
230,hala sanaol,0
231,naawa magulang hirap hirap saaming magkakapatid nahihirapan kaming mayaman deped,0
232,mean lol want remember many signed guess nothing happens,0
233,tnx msc,0
234,malaki galit marcoleta abs cbn chika audition daw tong marcoleta starhunt ppop idol seste visual screening ligwak lolo dutertelegacy filipinos,0
235,hahahaa lamig e,0
236,pagod,0
237,damot ayaw,0
238,awa gyapon nieskwela hantod karon,0
239,tanginang days tas sabado,0
240,announcement please expect slower later replies since going second half term ganaps org set time active rest assured get back asap,0
241,enrollment pagod pagod oo,0
242,ulit pls jk,0
243,daming issue pota basta,0
244,time breakdown dami activities pinapagawa,0
245,nakakaasar maka pahinga dami padin pinapagawa letche,0
246,kxaezojsgx,0
247,going haywire rn ayoko aral,0
248,lods,0
249,st classes pagod nako,0
250,time stan acc,0
251,sabe,0
252,sanaol hmm,0
253,nagaaral report,0
254,suggest schools emz maka focus asawa,0
255,manifesting permanent,0
256,pasaway pilosopo makatarungang estudyante poxen pgc,0
257,loss taste symptom covid,0
258,pwede bang suspended gawain haha binabagyo,0
259,daw huhu,0
260,theres always something going whenever get,0
261,najd mu expect og isaha gyapon nnyu dec lami,0
262,ok hard free propaganda develop interest serious historical research history meaning word kulak different time history help,0
263,andaming sakit teachers beke nemen green healthbreaknow,0
264,august simula pasok tas man char hhhahaha,0
265,poede bng heheh,0
266,huwaw metro manila nasalanta aacademic yestoacademicfreeze wqoqqlk,0
267,trying falafel hummus first time anyone tried weekend breaks dinners sometimes quite exotic academictwitter weekendvibes phd phdlife breakfromwork xz c fyf,0
268,point career iit dept still seen prestigious prevailing rules virtually force us hire indoctrinated marxists hss depts rules unfortunately nep makes things worse,0
269,nilalagnat okay pls,0
270,pachill chill kahapon maghahabol last wbahaha kasalanan tlg gobyerno e,0
271,tangina nauna decline mental health estudyante covid cases,0
272,days,0
273,nagiging updated exo rv,0
274,pls habshshshhshsshahha,0
275,oras magreklamo andaming gawin putangina pang nagkakabit wifi dine ayos den,0
276,hbd nadine lustre moreaboutnadine,0
277,emz,0
278,mental breakdown mettenn,0
279,huhuhu wlang reply jokes,0
280,hanuna bang anouncement,0
281,online classes honestly stressful ust naaaa hear cries pleas pagodnakami,0
282,naawa classmates naka attend online hihingalo converge ganon sitwasyon ending padin tuloy klase like quiz hinde nostudentleftbehind,0
283,pm pm amp ayoko think deserve charot,0
284,alam ying tipong simot e mapapaisip suicide sagot modules tambak e dimo alam uunahin,0
285,inaantay,0
286,parents activists ed focused contradiction beliefs parents children activists happens discussph,0
287,hate fact system really thinks ordinary use online classes instead f f nakakapagod tbh doesnt go pisay schools please maawa,0
288,sakit sakit ulo,0
289,nakapag review,0
290,nakakadiri gago lapit mukha ayaw pota,0
291,want sy,0
292,hahahahaha putangina mababaliw,0
293,tanga anong karapatan maghanap college,0
294,james walks home jsjsjsjsjjnsnsnsns hr james spent walking whole siguro,0
295,tas pinagawa hahahahahahaha,0
296,pls aabot takn,0
297,basta makapagpasa requirements importante natutunan,0
298,gago umuwi bebe q bc rph gheoqqf j,0
299,stuck social media especially memes coz wanna go back reality becoming depressing,0
300,literally weaponing hard today tweet real,0
301,gagawa visual aids shuta pls hahahahahcharot,0
302,bang hehehehe,0
303,bala masugot delay ol first place ga sbng bc global pandemic hmmpp,0
304,mahirap magcommute hahahshzhasha,0
305,online interview outcrop inc said reasons incurred incs mental health deterioration heavy workload personal problems covid pandemic,0
306,yes opo time bb boys ems,0
307,pahinga inaasahan lalo stress,0
308,teacher even audacity tell us giving us buch task undas something undas needs vacation ummm though,0
309,bang deped khit lng oh wla sanang iisipin hnd kse enjoy long weekend long weekend un,0
310,hahahahahahahahaha please gt bjnts zwhc,0
311,pwede mamaya hahaha tsaka atleast iisipin pasko,0
312,immediate already burnt also emotionally affected recent events ultimately assert f f classes way push struggle,0
313,sisimula f f pagod,0
314,second pagod pls gq q v awd,0
315,next mapapanood th century girl taposin exam naaa,0
316,next pasukan pagod,0
317,pang full f f pagod,0
318,duda yawaa ipapagawa,0
319,sign,0
320,head hurts hays,0
321,kase,0
322,pagod,0
323,pagod,0
324,deped briones many suffered module sasabihin magiron stop dumb ibang tao ilaw makairon,0
325,broken pagod aral,0
326,attend zoom namen first sub yestoacademicfreeze,0
327,joke,0
328,schools hold cancelling classes rescheduling due dates amid rising covid cases among announced emailed parents miriam amp poveda l qxwor,0
329,destroy aisis cutie,0
330,tagal approved,0
331,hahahaha kaming pasok araw yon,0
332,please remember review changes calendar updates affect length fall registration dates final exam schedules start spring classes learn zvyw cgr k,0
333,nginangawa wokes biro graduate mos,0
334,ayoko aral pagod pagod pagod genmath pagodnakamilook,0
335,yawa sakot char,0
336,pre,0
337,dec,0
338,aaaaa gutom paden,0
339,nasa jhs kaming projects iisa deadline exams nextweek robot force activities projects also battling mental health issues pagodnakami,0
340,pwede bang kaldagan tong acts peta sama pati exam,0
341,pagod pls robots,0
342,kay hirap hirap magaral sht yestoacademicfreeze,0
343,ulit hhahahaha nasstress dami gawain hays bigat nung kagroup,0
344,real fuck college life hahahaha fls,0
345,nways two weeks cheered avypueya,0
346,cutie lt,0
347,tigas tigas tit kasarapan pwe,0
348,ilang months birthday,0
349,tapusin pending activities sulut days,0
350,teh sna sched pra n papasok tpos wla n aaral,0
351,thank,0
352,weeks whole nahiya hahahahaha,0
353,teachers barely meet us discussion due unstable internet connection signal please distance learning privileged enough stable connection,0
354,halos month ung pasok halos taon kaming nagaaral sobrang pagod pagodnakami,0
355,burden learning side,0
356,naguumpisa pagod nako uauzafw,0
357,chels ustshs demand university heed calls hold government accountable criminal negligence duterte administration tomasinostrikeback mnxseuadq,0
358,nakakairita basahin rants halata mong nagets purpose lolll bro,0
359,pain complete opposite choose region pick dance anyway done friday finally going get rest saturday nov,0
360,nakakatamad sasabog ata utak bang dyan,0
361,hello dama pagod friends silang pls,0
362,aaral bfuepbtxng,0
363,hanep cravings,0
364,stress daw sya aaral e potangina tuwing alang pasok san lupalop susuot natatambakan nalalaman pang,0
365,guys anong ganap like observe sorry ha medyo updates e,0
366,naul,0
367,pagod,0
368,tbh problema den nankakainin namen susunod araw dumadami namang covid cases sure baka extended ecq kaso namang natatanggap matinong ayuda san pedro,0
369,grabe masyadong time asawa eexist paki cancelled,0
370,dami namang gawain,0
371,much know ppl malicious intentions stop meme ifying bc supposed collective struggle inhumane conditions brought institution whole educ system,0
372,boo hoo malou udm president refusal heed demands read full statement biypi dac nomerlionleftbehind nostudentleftbehind boohoomalou rnh aiwdg,0
373,tinatamad requirements,0
374,fact hirap case study abs cbn shutdown magtutunog galit another fact oustduterte,0
375,bang,0
376,climates dramatic people else nobody ever endure know time bad situation like low vibration gonna invite much low vibrations situations like dramas pain changing,0
377,project argument also quite false concerns britain abolishing slavery simply evidence motivating factor decision away great britain,0
378,immense pressure achieve academically child left feeling completely lost adult unless getting diplomas degrees feel totally worthless extremely difficult mentality beyond capabilities,0
379,makalipong tanawon ning gc oy hahahaahahahahahahah drained stressed,0
380,days go mental health,0
381,pleaseeeesnnrrjdjjfjfjrhrfjjdne anong health,0
382,ganito online classes grabe kaming pahinga even weekends activities given us everyday araw kaming nagpahinga simula nung online classes nakakapagod nakakaiyak,0
383,uevq cmajn please help raise money family power turned tomorrow desperate money kenyaelections shehnaazgill kenyanelection thunderstorms mufc,0
384,baklang kanal ulit ulysessph oustdu notoredtagging yestosogiebill donationdrivesph,0
385,qs ofgb l,0
386,paanooooo magalit kaklase nang hnd nagagalit totally love themmm nmn hayyyyyyyy rlly think breakkkkkkkk kakanya tut,0
387,daghan gipahimo galam,0
388,icb beg getting tiring pagodnakami,0
389,please fckin rn andaming nagkakasakit teachers hopefully vulture department understand situation rn neto kase min nagpapapunta namen preparation contest,0
390,ayoko dagdagan sakit ulo pagiisip omicron pwede bang magpahinga estudyante,0
391,ginagamit joke minamadali pagod,0
392,tanginang hahahahhahahahahahhahahahshahahjajajahahahahajhahahahahhahajaha,0
393,daw nagpapagawa report nukayayon,0
394,saur true wait end kz sobrang nakaka pagod nakaka drained sirang sira mental health estudyante,0
395,hirap organisa panahong ganito tambak loads pinagloloko gobyerno neoliberal sistema pupulutin pilipinas dobetterup notoupbudgetcut defendacademicfreedom dedendpressfreedom freepoliticalprisoners,0
396,one want cuz want learn,0
397,lim also stated difficulty encountered paying loa fee since paid landbank development bank philippines dbp,0
398,enrolled pagod,0
399,newsheadlines staff union universities asuu sama accusate ontop federal goment head sake say dem dey try dia ranks unto say federal goment dey select medical lecturers wey dem go pay e say dem neva still attend oda staff,0
400,nata ninyo kay gikapoy nakog commute,0
401,days tas andami namang hayss,0
402,cutiee,0
403,dont agree nasimulan edi wag pumasok tulungan magulang wag damayin lintek magtapos pandemya kayong pili anong inyo pumipilit,0
404,orientation pagod pls,0
405,bi atay gimingaw nakos bebeboys,0
406,kalamii,0
407,malapit matapos sad,0
408,gani man bu,0
409,utak,0
410,pogi kaklase,0
411,yown,0
412,naalala spam chat last virtual grad nung kay briones hahahahaha vlaeaqpq,0
413,literal consequences,0
414,popost pagod nako hehe college drainingggg,0
415,putangina pls napapanot tabi didi eyy lf bwc,0
416,trending wrong reasons supposed struggling fun comedy,0
417,yes please,0
418,feel nde mapapanood con enha hirap sagabal aaral pls,0
419,magagandang bagay pinapakita tuwing pinaguusapan mg guro studyanteng nahihirapan comment studyante lolo lola magulang sinong kayang tumulong dpnenuna,0
420,grrrrr,0
421,sasabihin kay mama ayaw magagalit nanaman sya,0
422,journ peeps guni guni,0
423,h fdpq xe,0
424,pls,0
425,mas pipiliin pong matulog physicalhealthmatters respectmydecisionpo,0
426,ilang mental breakdown pangarap,0
427,huy daw qlulnvaiec,0
428,putangina traffic uwing uwi pls,0
429,thing schools complaining one pisay two complain,0
430,allhandshoaycaptainlouise inactive lately cuz super busy acads amp church responsibilities back,0
431,tangina naturing educator tae isip nasa propesyon tinawag bokasyon oustdutertenow eiraoxsdar,0
432,hi first ever episode podcast series hoping listen hear insights ol classes ganaps wellness l wjhuwpoa tol l wfmk,0
433,yown oh,0
434,wow whole sem dama hahahahahahah joke,0
435,aaahh mamiii hirap neto pls,0
436,pls gais araw f face face namumulilat pagod binti hahah samantalang nung jhs third floor room tas never nagreklamo itogil f f tara pls,0
437,think way walking friends tired continue tell suck deal stop rest minutes pagodnakami,0
438,hahaha,0
439,raw nagsisi raw hahzahahaha,0
440,news government wants online classes permanent thing anxiety disorder chuckles danger,0
441,first kuno lhr ovakp,0
442,jaberb kakasimula nd sem hajajsjhahahahahhah,0
443,gina kalat,0
444,online learning experience draining hays,0
445,dami tangina q alam uunahin q whahahahah,0
446,lolo died malapit pasukan think tweeting hashtag issue tired physically mentally,0
447,panay post gclass gawain obob,0
448,pls last month stress eating,0
449,nakong time twitter,0
450,im tired daming schoolworks,0
451,gagi happens friday fridays friday presale hehfjzjahahhxd universe telling stop trying bets bulacan,0
452,right like paraphrased seems like real amp might community start walking back open mocking subject amp taking seriously nervous laughter gvj wxidk,0
453,tiring,0
454,natulog gising deretso gawa assignment proj heto anong oras inaantok akoo mathko pang sagot bukas deadline rwporting bukas hays buhay,0
455,sem desisyon label amp pre finals finals tea,0
456,heartbreak eyyy inamo,0
457,sakit balikat bigat bag,0
458,fleece nominate whosfan st anniversary whosfan straykids,0
459,seeking quality grades fall classes math algebra calculus statistics biology nursing essay due assignment law physics calculus chemistry homework pay someone presidentelectjoe championsleague engineering,0
460,academia built exploitation must vicious circle anonymous cskmb lb,0
461,kolang naramdaman sobrang hirap online lt,0
462,iniisip pagod,0
463,magaaral,0
464,akala maooverdose biogesic mawala side effects vaccine sakin kwjzjwhjzjsns days nagpahinga natambakan gawain eme,0
465,unti unti maipatupad ham cheese tangina bd kwvlx,0
466,nakaka pagod kwarto,0
467,n ule eme go ga b,0
468,date weeks con nakong concert link bat paren huhuhhu,0
469,google docs really said,0
470,puchangina leave gc sarap buhay inanyo request fridaylivestream sb wikiday sb,0
471,pagtarong diha rabiya kay barkada nimo hahahahahahhahahhahahaha,0
472,monday nanaman bukas baka pwede paki extend namen,0
473,masaya kaso kakalungkot katagal baon,0
474,wao pinag,0
475,please,0
476,lord nanghingi bigyan,0
477,want say kumpleto gadgets online inaakala mahirap first madali pagod adjust anonymous estudyante nostudentleftbehind texoueok x,0
478,hahahahahah ayoko pagod pls,0
479,seeking quality grades fall classes math algebra calculus statistics biology nursing essaydue assignment law physics calculus chemistry homework pay someone whatsapp presidentelectjoe championsleague engineeringjobs,0
480,loa baka,0
481,problembreak,0
482,pagod lavarrnn pagodnakami,0
483,hahahahahaahaha baka daw puu haha,0
484,pagkalipas ilang buwan klase kaepektibo online classes lalo imbis marahan reqs stress ibinibigay min anong kwentong online sign bir r z oustdutertenow,0
485,mapapa sobrang stress,0
486,tags schoolwork commission cheap commission cheap commission affordable commissions commission research essay movie review book review reaction paper infographics research paper,0
487,believe kelangan natin,0
488,mas mauuna yata anemic kesa magkaroon,0
489,hinihingi bat tinambakan semestral project,0
490,ayaw,0
491,every rereview chz,0
492,tamad aral gadget koneksyon internet keyboard warrior walangpasok endsemesternow,0
493,huli,0
494,nagmuka sipsip gc please ayoko,0
495,sagabal aaral pagiging kpop fan,0
496,enroll mawawalan choice deped ched mapipilitan silang,0
497,one subject cuz misunderstanding instructions clear teacher started yelling classmates amp ranting gc anymore used studious starting procrastinate academicease,0
498,orientation p lng pagod n pota,0
499,brain florida public teachers pay top states usa wherever got info led astray badly rating similarly placed,0
500,kunting ulan hahahaha,0
501,ga duty leader monday sunday including holidays hahahahahha,0
502,merong memorandum acad health research hahahha hustisya,0
503,shuta st bukas stress,0
504,kakapagod,0
505,magisa dggotphok,0
506,aral gantong beg please hear voices endthesemup walangiwananup,0
507,nako sobrang super nagustuhan dinaranas online,0
508,late online rally putangina pagod maginom sama loob bm kelangan magacads stomoyon kang malungkot grades walangiwananupd,0
509,hala maka relate shutaaa c nm nldt,0
510,shutang ina tong estudyante nowadays puro hayop bumalik years ganyan ganyan damuho,0
511,shuta last last ep viceversa ep omg napapabayaan bl series kakaaral j,0
512,trending breakdown nakakabili uniform pinsan kaloka uniform mas prefer uniform kesa magsuot panglakad,0
513,pagod pagod nako,0
514,tas meron iniwang ipapagawa,0
515,nahuman nlng wa gud kasaka bukid huhuhu,0
516,creating twitter account imma tweet uninstall app right away yes,0
517,midterms done naka survive,0
518,last health masasabi ayyyy bitin,0
519,think meron angina pectoris hahahha char,0
520,pagod siyang nakangiti kausap katabi,0
521,nakakapag unwind,0
522,hahahaha ate pasok bukas oo nya daw daw ha pati tas hinampas sya baon k tomorrow,0
523,mwf team working tirelessly affected areas restore lives activities children educate someone help poverty cycle gdxtfo kpy mwf minhajreliefcamps kbftvdrpzi,0
524,thank,0
525,parusa,0
526,pagod robots,0
527,lfu ayon mahiya namn kay inang fatima,0
528,buong kundi lumalaag magrereklamo study abaaa,0
529,blind already wearing eyeglasses ilang weeks since nagstart ol classes mas blurry paningin without eyeglasses,0
530,undas sismars amp multuhin lola hahahahaha emsz miss lola,0
531,time manood crown,0
532,nkklk green kasamang gawain haha,0
533,kame,0
534,sarap fb tas makikita nf bsu,0
535,pasukan ilang araw haha,0
536,ifufund research equipment tas kukunin weekends ganun gets bat,0
537,haha shuta ayoko umakyat third floor,0
538,hiniling act teachers party list rep france castro department education deped magpatupad health lugar nasa alert evel bzk devo tunaynatabloidista tonitenews,0
539,exam iisang araw expect niyan neust,0
540,ayoko pres,0
541,please legit putangina,0
542,seems block lots jews rabbi breaks,0
543,time theek hai sir mentor solution problems almost solved us academictwitter ctk yfbj,0
544,hirap maligo umaga tangina,0
545,bi yw wa nako kasabot,0
546,please find tell authorities funding required field whatever differences amp whatever process actually getting grants ranks say field needs funding original comment,0
547,nakakaiyak parin summary mamaya pasahan yestoacademicfreeze,0
548,putangina sakit paa kakaikot saang building pakyu,0
549,namang maayos oc tas klase bukas kinabukasan power nakoo ulyssesph yestoacademicfreeze,0
550,guys ulii hshshs,0
551,waiting activities project left profs hi practice musical plays prepare defense addt vle activities happy dreams,0
552,stress p,0
553,natin iniisip magpapasa requirements sinasalanta bagyo kuryente binabaha mahina signal better prioritize health family walangiwananup ckrhfzfbxl,0
554,surprise germany expects fall line whatever type parents attended woe betide mould maybe maybe late bloomer go gymnasium unlike parents,0
555,believe mz ght,0
556,pwdi balik next month,0
557,tangina first first hahahahahaha,0
558,pls nawawalan time koreana koreano rwseverkdp,0
559,first quarter pagod,0
560,mapapakiusapan lord,0
561,let mince words counting tenured tt faculty help strike workers faculty yes ones power right say fairucnow uawonstrike unu nfaxot,0
562,well least nov wahoo,0
563,ga klase mi ga twt ani pagodnakami,0
564,sagabal pagfafangirl enhypen charought,0
565,ngaa dami namang gawain jusmiyo,0
566,huhu,0
567,matapos gawain,0
568,sulit tumigil apartment,0
569,kapagod,0
570,paga acad midterms hahahaha,0
571,lambing,0
572,cooperstown fall chief officers meeting halfway time lunch ufs fysvldqwuu,0
