,text,sentiment
236,kasalanan ftf updated bebe boys,0
237,time breakdown dami activities pinapagawa,0
238,clearance small intestinal crypts involves goblet cell mucus secretion intracellular granule rupture enterocyte ion transport scicomm science news research academicchatter ia qdpaqza,0
239,tangina napapabayaan q kpop manhwa anime novels tas bl boys q hays sobra quit pagod,0
240,breakdown keri jixvwknj,0
241,tangina fleece,0
242,dko kinakaya aral,1
243,pagod magkulot,0
244,naglalaro roblox nago overthink gawain haha gago mentalhealthawareness,0
245,ayaw,0
246,charot pagod pang taon fleezcee,0
247,jk,0
248,haba tulog pagod pagod ak,0
249,goodmorning furries ill gordon ramsay today serve best burger patty,1
250,download free openaccess book values post pandemic future covid pandemic philosophy ethics technology ai engineering rri responsibleinnovation innovation academictwitter academicchatter gqafphsl n,1
251,makausap ayos,0
252,sgshabajanbs pwede wag aral chos,1
253,keep properly pls,1
254,pagod makipag plastikan,0
255,kapoy skwela chariiiz mej,0
256,joke,0
257,miss sya,0
258,aah hinay hinay mahina kalaban ha,0
259,karapatan magpahinga sunod sunod binibigyan activites assignment practicum reporting one next exam bro,0
260,one today also ayoko n,0
261,ajakwjwjsjjsjs still cough cold rkafhtifue,0
262,happy really watch great cartoon happy life happiness academictwitter academicchatter rl nveiw,1
263,think im caught back working presentation aknskdkdkd wish luck also maybe endthesem,1
264,pang ootd,0
265,humanda kayu evaluation ocap chors cancelassignmenttab,1
266,quizes assignments readings petas jusqdai idagdag q gets lesson think iyakan,0
267,tama itigil natin,1
268,bakasyon,1
269,makapagcodm daming activitiesss,0
270,grabe nagagwa sakin ftof mhie ayoko anw nakakapag socmed proud,0
271,hotdog,1
272,nang bumitaw,1
273,official pinapasukang klase opo,0
274,ayoko,0
275,tayong time asawa natin,0
276,nkalimutan q manood concert enha works,1
277,uni got missing jiraksil episodes n ive episode fansite updates ive performances one ive member apparently bisexual,1
278,tignan buhay maayos pati sched shuta tigilan natin,0
279,pagod,0
280,akala makakapagpahinga fiesta nagkakamali ayawkona kasalanantonipbbm,0
281,tru dyan ihinto yang,0
282,stress ulit acads wahaja dati puro twice pics nasa gallery puro pics board,0
283,daming work,1
284,fuck,0
285,shuta last last ep viceversa ep omg napapabayaan bl series kakaaral j,0
286,tru pasok aq sat tas madalas groupings sun ched hahahahahahah uvijhegphy,0
287,tangina naeenjoy weekend time,0
288,tanginang burn emz tangina umalis bansang toh hirap much,0
289,sched mon sat pm pm ill reqs sunday weekday midnights im gonna cry time younite,0
290,nakong time koryano,0
291,guys help philosophy sub people prefer new pls opinyon pede english taglishh donbelle donnypangilinan bellemariano,1
292,pagod fkuzitluok,0
293,academicians hope forget good rest achieve best weekend,1
294,miss magbasa au huhu,0
295,said weekends rest struggling j,0
296,tired ayokonasalayfko,0
297,boring eme,0
298,sumali gdm links tas meetings fak acads,0
299,haha makanood enha,0
300,sira academicmentalhealth,0
301,pagod nako baka hahahqhqh,0
302,stop calling quiet quitting boundaries instead listen fpvl mjmdo academictwitter academicintegrity academicmentalhealth coffinwatch quietquitting career phd worklifebalance mentalhealthmatters mentalhealth mez jymkcv,1
303,given president ken hush extremist homophobe sexist racist ableist koch puppet would surprise fires gay non white faculty discrimination emporiastateuniversity academictwitter academicchatter,0
304,happy first sem grabe kapagod,1
305,,1
306,tanginang schedule gulo,0
307,nako updated kpop,0
308,news acs nano optical heterostructure patterning spatially allocating nanoblocks printed matrix mingzhu li yanlin song et al institute chemistry cas punahkjefo doorgmagfc,1
309,kapagod aral wearenotrobot,1
310,time magupdate au pls,0
311,pagod,0
312,nakaka gulo pagiging fan hina hina data connection pano sstream nyan,0
313,itigil naten tong,1
314,bro ayos notion pagod,0
315,kayang magpabalik balik floor,0
316,bro rest draining mind ache time due sabado linggo pahinga wearenotrobots,0
317,bakasyon kaka umpisa nang klase pwede focus ssl,1
318,time bebeloves,0
319,kayong active nakakasabay,0
320,ilang live jowa miss,0
321,naglive tangina sagabal acads enhypen,0
322,orientation pagod haha,0
323,nagsasalita,0
324,ayaw wearenotrobots,0
325,pls ayoko,0
326,number college seniors written cuba part us universal healthcare essays grading terrifying academictwitter fail sicko,0
327,time kdrama,0
328,miss miss taeyong tangina,0
329,nct txxxk ksdl,1
330,nakalituman soc med accounts,0
331,nakong time magbasa ao wattpad manood kdrama,0
332,andami requirements nagagawa huhu,1
333,hais ibang crush,0
334,miss kona makipag interact kaso busy ak,0
335,missed heejaywons live,0
336,hadlang aaral,0
337,yes mhie hahahahsajka dinelete twt potek nadidistract,1
338,putangina hour ata nagsesend assignment yew jygucd,0
339,pagod pls robots,0
340,mapapasabi kana bat stem jwk tamad tlga kxs mg flo,0
341,feel nde mapapanood con enha hirap sagabal aaral pls,0
342,aral ppt hindikamirobot,1
343,legit joke,0
344,putangina hinay hinay activities pls pagod,0
345,gana pumasok bukas,0
346,miss manood kumu ls hahahahaha anjisalvacion,0
347,hours spend organizing calendaring invites hours hours said meetings organized dedicated time reading writing grants papers tell gt pm weekends academicchatter,1
348,way copy paste research methodology study unique think,1
349,makasabay chizmeez,0
350,pm nakaharap laptop gagi huhu,0
351,sched napapagod kay plm hayst,0
352,pagod aq magtake notes,0
353,matulog pwede magbasa alam hahaha,0
354,trueee kasalanan hahahhsahhaha,0
355,missed live wearenotrobots,0
356,sakit andaming makanood bts things pota,0
357,updated bias,0
358,kona fabm hirap example ampucha,0
359,jah klase,1
360,pretty fucking tired gzn fg ziz,0
361,tama,1
362,kasalanan online classes,0
363,yawa sakot char,0
364,tangina nakakaiyak sched pm,0
365,ready char,1
366,unang klase pagod,0
367,grabe nakakapagod,0
368,ayoko pagod lectures,0
369,huhu utak laman pasensya,0
370,tama deped fleek mahina tao,1
371,miss tannies fimmies,0
372,pls nakaka fangirl,0
373,pasok tom,0
374,maintindihan pre cal gen math puta,0
375,eto stress life kaba malala ticket selling,0
376,nasunog ung ulam iisip isasagot bwiset pe imbis sabaw fried,0
377,stressful asikaso requirements f f duty,0
378,daming activities ah gus kona mamatay,0
379,monday ulit bukas ugh fuck,0
380,tangina monday bukas fuck,0
381,mukhang aegyosal nasa mata q panda realness,0
382,girl tired,0
383,rd floor room namen nakakapagod,0
384,napakahaba araw kahapon simula umaga pasok tas inumaga kakagawa works tulog pahinga,0
385,ayaw,0
386,pasok nanaman bukas,0
387,research,0
388,pagod real,0
389,took acads say sagabal pagaaral pagiging dive,0
390,feels like month already,1
391,pagod,0
392,ansakit btfn lfkas,0
393,makahinga,0
394,ayoko,0
395,pagod aq,0
396,hilong hilo hqhahahahahahhahah,0
397,grabe pagod pagod n katawang lupa q,0
398,kakauwi galing uni nakaupo super kakapagod chz anw accepting rush non rush comms,1
399,tama,1
400,academictwitter fun fridayfeeling friday academiclife ycitfbvjf,1
401,oras nct,0
402,banner zhongli nagsabi,0
403,aral,0
404,nakakainis c ata kalbuhin,1
405,expectation subj hirap potaena hahahahahaha,0
406,mapapa ngayong september,1
407,naabutan live jk naabutan ot live,0
408,rd la stress stress,0
409,bobo hahahaha,0
410,nakakasira kalusugan ung gen math pre cal,1
411,napapabayaan twitter acc maganda hahahahahha,1
412,kasalanan olc missed sm ganda mwaa,0
413,bat ganyan college,0
414,ftf maigi pagkain basta pang search google tang ina,1
415,first f f mapapa,1
416,sakit chos hahahahahhahahha h jjtaf nd,0
417,init campus tour ha,1
418,nasakyan punuan tangina gago e naka heels hagdan bus umupo auq online classes byahe pagod charot,0
419,grabe days hahahhaahah,1
420,umakyat th floor building,0
421,istorbo aaral panonood natin kdrama,1
422,kapoya kinabuhi aning college oy daghan man kaayog buluhaton magsakit sakit gud hahahahhahaha,0
423,wag pumasok hswgb yj,0
424,books bigat lqywkbxksx,0
425,sakit,0
426,ayan tuloy sinisisi kaibigan q hahaha f e napapabayaan viceion showtime hahahahahahaha charot wisjuahhf,1
427,daming aberya nakakainis hahahahahaha,0
428,nakakapagod beh,0
429,ayoko gagi haha,0
430,nakakapagod pumasok,0
431,biro lalo samin summer pagod pagod kakatambak reqs baka umabot graduation nyan,0
432,schedule nakikita malapit matapos buhay hahahaha,1
433,nakong time twitter,0
434,ayoko pagod hahahha charot,0
435,ruining relationship taehyun stare hours,0
436,pagod,0
437,nd pagod pang sem,0
438,nakakafocus main priority natin yun manood jaljinasseoyeo modu,0
439,bat kagaya colet,0
440,pagod pagod feu itigil natin chz,0
441,alam ganap nct,0
442,maka keep ganap teuland dami schoolworks,0
443,pagod pota,0
444,natututukan nct mhiema,0
445,oh god napunta grupo grupo siguro ambag leader magreport shutangina,1
446,ayoko procrastinate tinatamad activity puro activity pati bahay chz,0
447,miss sunki live,0
448,nd klase kinekeri ayoko,0
449,pagod,0
450,hoy gago st sem q sumabog,0
451,sobrang sakit ulo kooowodisi emz,0
452,pagod malala,0
453,alay puta sagabal aaral pagf fangirl ws acmfkqq,0
454,daming acts pagod,0
455,soooo many works,1
456,naabutan sakit de siuozmq,0
457,kapit saint,1
458,mamanifest high grades,1
459,plzz nung tao,1
460,q updated baby q,0
461,pagod pagod hahah,0
462,eme bbreakdown,0
463,good morning pagod nako tumaas second floor,0
464,know academician treated like like nigerian public university closed months attempts negotiate government officials averted phdvoice phdlife,1
465,masakit ulo,0
466,muka bubuyog kakaiyak hahaha charot,1
467,rrant aba inamoka uts dina bati hirap mong intindihin wejohffnp,0
468,nagegets nauna sakin pumasok sinasabi th klase magtake kaagad pwede commitments tiredd faithinggg,0
469,naglabas mv one billion haha late happenings enhypen,0
470,pagod q,0
471,hinay hinay pagbibigay gawain baka mapa oras char,0
472,kaming prof ite buti tinatamad magklase ems hahahaha,0
473,shuta hahahahhahahahhahaa e muzvkiik,0
474,nd sabog sabog ayoko sobra,0
475,good morning tnx,1
476,second pasok hahahahhahah,0
477,hirap maligo umaga tangina,0
478,pasok daw,0
479,snawl ready,1
480,hahahahahah ayoko pagod pls,0
481,kapapoy magtuon puta,0
482,pangit sleeping routine koooo,0
483,miss bini,0
484,putanginaaa gandaa acdemic tangina maka focus bebe gorls,0
485,many works,1
486,mamamatay,0
487,kakasimula nakakapagod,0
488,updated charot,0
489,kaz nasasayahan curriculum kinuha,0
490,patay putangina,0
491,nawawalan nako time viceion offgun enhypen blackpink stormi loves,1
492,tired today bc tiring hsjdjdkdkdk,0
493,pagod pagod pagod pagod like ayaw q hahshshaha,0
494,dami tangina q alam uunahin q whahahahah,0
495,wow volunteer ferson recite kanina acckk improving newme,1
496,goodnight sleep,0
497,pagod aral tumambling,1
498,orientation pagod icfevun zk,0
499,first hahahuhu pagod pang one,0
500,kauuwi grabe sakit ulo mapapa binubuksan aircon init huhu kala mahihimatay kanina sobrang sakit ulo,0
501,patuloy lokohin,0
502,nakakapagod ftf ayoko eme,0
503,ayaw f f,0
504,ayaw q hehe,0
505,pls hahahahhaaha puno tl rants bahahaha,0
506,feel answer fine ok problem fpmwsxfwol mondaymotivation mondaythoughts monday mondaymorning swearing academictwitter academicchatter selfcare motivation perfect fine okayhumans pimaywnne,1
507,gagi andaming babasahin matutulog hays respeto beauty rest pls xofb mhtbv,0
508,got home soooo tiring sumakit brain math kanina sure zero yun solution tanggap opo hwhahhahaha,0
509,ayaw pumasok amboring,0
510,lord strongest soldier,1
511,sub sksksks pagod aq,0
512,okay support closetheschools,1
513,ah ayaw kagrupo,0
514,antok q vebs,1
515,tintamad pumasok nakakapagod,0
516,stress,0
517,taena kapagod,0
518,pagod nako reporting,0
519,tired pls,0
520,nasira black shoes stock nabili ayoko pumasok,0
521,ayoko aral pagod pagod pagod genmath pagodnakamilook,0
522,inactive kpop kasalanan acads tngina,0
523,papasok pagod,0
524,bosit hahahaha papasok bukas tannggggg,0
525,gagi andaming babasahin matutulog hays respeto beauty rest pls ykmayv mng,0
526,pagod utak,0
527,andami nang miss update seventeen ayoko j,0
528,ayoko shet,0
529,happy nicko pahingi height best c k arfifx,1
530,rd pagod,0
531,ayoko pumasok bukas haha,0
532,pasukan bukas bre breakdown,0
533,weeks pagod pagod hahahahahahahahahahahha,0
534,alam akyat papunta room pagod j,0
535,potang dami assignment bosit,0
536,tinitignan ppts pagod eme lkjlkfjalkgjag,0
537,monday ulet bukas nakakapagod,0
538,tangina,0
539,aaral bfuepbtxng,0
540,ayaw aral,1
541,miss active stan twt,0
542,grabe pressure samin stem like kaming college life,1
543,bukas pasok,0
544,sakin batok tangina,0
545,powtangina lamig masakit ulo kaka module,0
546,daming gawain putangina nawawalan nako oras bangtan szkjncxdqkv,0
547,makafocus joken activities jokentheworldishealing,0
548,baka mamatay nang tuluyan,0
549,makapagbasa aus heheheheh,0
550,pasok nanaman monday,0
551,makasabay enhypen ganaps,0
552,draining,0
553,dami miss,0
554,tangina section nzqg fhre,0
555,medyo inactive nako kpop,0
556,tama ayoko aral,1
557,let hunger stones serve glaring reminder famine thing past future act needed sense swiftness savesoil reviving soil way forward bambam,1
558,hirap hassle ayos gamit huhu emsz,0
559,nakananggg pamatay saturday sched ah bwahahahahahahaha,0
560,sorry semi inactive didnt expect reporting assignments activities starting research first hashtag,0
561,nasa airpot f hahaha update charot,0
562,research wrote hours today brain hurts phdlife academicchatter hwxlnjjy,0
563,hey dear would like ace best pending assignments assign set price around budget deal get touch sophiabradley com academicchatter academictwitter phdlife essayhelp,1
564,kinikilig koreano,0
565,im lit rally docu project kennat focusss myghad sagabal fafangurl eme,0
566,napapabayaan sebongs acad q,1
567,miss babies much,0
568,tuo kog mohr pipette ray self draining naapil lage chariz,0
569,hancdfh mm,1
570,pagod pang sem,0
571,teh pagod pagod sept huhu qqs cvchdtc ms,0
572,dati ayaw buksan messenger discord hahahah,0
573,pota miss nct svt trejo literal diko nasisingit eme,0
574,dami pendings,1
575,diko,1
576,pls lutang lutang dami kaseng,0
577,pasukan pagod,0
578,diko wearenotrobots,1
579,still answering messages responding welcome video think equity minded practitioner lot extra labor talk academictwitter,1
580,nagkapimples noo kasalanan pasukan,0
581,gumagana frontal lobe,1
582,charot,1
583,orientation pagod,0
584,sakit ulo pisting report,0
585,tigilan natin tong gang pm miss pagod charot,0
586,alam ganap enhypen,0
587,miss manood eaw,0
588,first pagod,0
589,tanginang pagaaral makapagdrama,0
590,hello miss baby,0
591,tama tama,1
592,siraulo fb sinesend samin oliver posts first tf oliver hlw z ptx,0
593,gago suspend ampota,0
594,grabe pagod,0
595,tinatadtad activities,0
596,whahaha anong time writing literary essays hayst pagod,0
597,aq pasok bday gguk,0
598,believe tinatamad pumasok,0
599,hajajaja nakakapagod magreklamo,0
600,vrkaghcvka academictwitter academicchatter cheating research universities ai paraphrasing bot ok plot twist tool developed catch cheaters maybe,0
601,pagod lord,0
602,nah cuz days ago behind couple sharing umbrella cute cuddly rain,1
603,live hwanie man alam emz,0
604,sakit kamay kakasulat,0
605,yess huhu choss rest,1
606,dahan bigay works sira napo mental health stress thankgod,0
607,groupings bff section pota,0
608,ganda gose ngayun diko namalayan wednesday nakung update svt,0
609,nakakalimutan miss posting,0
610,ayoko aral,1
611,okay tama yun,1
612,posting cause lot,1
613,tinatamad daming,0
614,omg lutang teacher good evening heard good morning wait,1
615,ayoko pumasok bukas please spare life family,0
616,araw napasok stress stress partida last yun,0
617,ayoko pagod p qdgrpxn,0
618,sakit diff equation araw araw f f huy,0
619,kapagod aral tama siguro,1
620,taena hahahahhaha,0
621,nainform ganito demanding college bwakanangina ibalik high schoollll,0
622,sure toh first,1
623,pagod umakyat bldg,0
624,iisang buwan nagbabas au tanginaaaa pagod aral,0
625,nakakapagod aesthetic,0
626,first,1
627,sagabal aaral pagiging kpop fan,0
628,time bored,0
629,pagod nako putcha weeks project lots homework,0
630,feeling q shades darker balat q buwan pasok,0
631,kakapagod,1
632,jusq lord sakit q,0
633,gets number,0
634,activity stress aq chz,0
635,tangina umuwi heeseung pota napapabayaan kpop bois,0
636,precal ayoko irerecord pretest pretest,0
637,nakakapagod f f,0
638,time enhypen,0
639,nakakapagod sobra,0
640,ayoko umaral,0
641,fun,1
642,grabe akon suka ya sakit sang ulo huhuhu wtf,0
643,tinatamad umakyat baba hagdan,0
644,nakakadrain ftf partida first ahe ayoko,0
645,pasok nanaman tomorrow,0
646,auq pumasok pagod,0
647,first paltos hays ayoko,0
648,excited pumasok,0
649,st official classes already exhausted j,0
650,nakakapagod aral,1
651,haba case digest putangina,0
652,pong hotdog,1
653,bulok pesos baon dati,0
654,pasok bukas,0
655,answers hint resourcefulness creativethinking independente independent momlife solution guess creatives words amwritingnonfiction hiring strategic development minus dm answersnews staytuned hee kvrtsm,1
656,poging classmate,0
657,klase nanaman bukas grabe pagod,0
658,pinadrawing kaagad mapeh math nakakabobo tjbsbgcih,1
659,shet pasok bukas nakakapagod,0
660,bawal mastress nadami pimples,0
661,nakong time bts,0
662,pasok ulit bukas hahahahahahaahahahahahahahahahahhaah genmath,0
663,pasok bukas,0
664,mii nagsstart tama dyan,0
665,quality education important levels kszt p j guarantee cutting edge higher education researchers techtwitter sciencetwitter academicchatter academiadepiltover r pqfajwfl,1
